"","source","rise1.3","rise2.3","Location","SubjectPool","Setting","Pencil","tempt","lkl"
"3024","ulatina",NA,3,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3025","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3026","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3027","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3028","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3029","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3030","ulatina",NA,10,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3031","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3032","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3033","ulatina",NA,1,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"3034","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3035","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3036","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3037","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3038","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3039","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3040","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3041","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3042","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3043","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3044","ulatina",9,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,9
"3045","ulatina",2,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"3046","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3047","ulatina",NA,3,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3048","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3049","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3051","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"3052","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3053","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3054","ulatina",NA,3,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3055","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3056","ulatina",8,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"3057","ulatina",1,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"3058","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3059","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3060","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3061","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3062","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3063","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3064","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3065","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3066","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3067","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3068","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"3069","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3070","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3071","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3072","ulatina",10,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"3073","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3074","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3075","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3076","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3077","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3078","ulatina",NA,2,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"3079","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3080","ulatina",NA,3,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"3081","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3082","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3083","ulatina",NA,10,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3084","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3085","ulatina",NA,10,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,10
"3086","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3087","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3088","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3089","ulatina",3,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"3090","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3091","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3092","ulatina",NA,6,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3093","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3094","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3095","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3096","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3097","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3098","ulatina",NA,8,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"3099","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3100","ulatina",NA,7,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,7
"3101","ulatina",5,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"3102","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3103","ulatina",6,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"3104","ulatina",NA,4,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"3105","ulatina",7,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"3106","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3107","ulatina",4,NA,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"3108","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"3109","ulatina",NA,6,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"3110","ulatina",NA,5,"Universidad Latina de Costa Rica, Costa Rica","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
